source_node_id;soure_node_entity;sink_node_id;sind_node_entity;association_type;sequence
10002;Project;10000;FieldLayoutScheme;ProjectScheme;NULL
10002;Project;10000;IssueSecurityScheme;ProjectScheme;NULL
10002;Project;10000;NotificationScheme;ProjectScheme;NULL
10002;Project;10200;IssueTypeScreenScheme;ProjectScheme;NULL
10002;Project;10300;WorkflowScheme;ProjectScheme;NULL
10002;Project;10400;PermissionScheme;ProjectScheme;NULL
10002;Project;10600;ProjectCategory;ProjectCategory;NULL
10102;Project;10602;ProjectCategory;ProjectCategory;NULL
10102;Project;11500;NotificationScheme;ProjectScheme;NULL
10102;Project;13502;FieldLayoutScheme;ProjectScheme;NULL
10102;Project;14700;PermissionScheme;ProjectScheme;NULL
10102;Project;20700;IssueTypeScreenScheme;ProjectScheme;NULL
10102;Project;21501;WorkflowScheme;ProjectScheme;NULL
10200;Project;10000;IssueSecurityScheme;ProjectScheme;NULL
10200;Project;10000;NotificationScheme;ProjectScheme;NULL
10200;Project;10100;FieldLayoutScheme;ProjectScheme;NULL
10200;Project;10300;IssueTypeScreenScheme;ProjectScheme;NULL
10200;Project;10400;PermissionScheme;ProjectScheme;NULL
10200;Project;10400;WorkflowScheme;ProjectScheme;NULL
10200;Project;10600;ProjectCategory;ProjectCategory;NULL
10300;Issue;10200;Component;IssueComponent;NULL
10300;Issue;12100;Version;IssueFixVersion;NULL
10300;Project;10000;NotificationScheme;ProjectScheme;NULL
10300;Project;10400;IssueTypeScreenScheme;ProjectScheme;NULL
10300;Project;10500;WorkflowScheme;ProjectScheme;NULL
10300;Project;10600;ProjectCategory;ProjectCategory;NULL
10300;Project;11303;PermissionScheme;ProjectScheme;NULL
10303;Project;10000;NotificationScheme;ProjectScheme;NULL
10303;Project;10401;IssueTypeScreenScheme;ProjectScheme;NULL
10303;Project;10600;ProjectCategory;ProjectCategory;NULL
10303;Project;11303;PermissionScheme;ProjectScheme;NULL
10303;Project;21406;WorkflowScheme;ProjectScheme;NULL
10304;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10304;Project;10100;NotificationScheme;ProjectScheme;NULL
10304;Project;10100;ProjectCategory;ProjectCategory;NULL
10304;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10304;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10304;Project;10900;WorkflowScheme;ProjectScheme;NULL
10304;Project;11302;PermissionScheme;ProjectScheme;NULL
10400;Issue;10200;Component;IssueComponent;NULL
10400;Issue;10201;Version;IssueFixVersion;NULL
10400;Issue;10202;Component;IssueComponent;NULL
10400;Issue;12100;Version;IssueFixVersion;NULL
10401;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10401;Project;10100;NotificationScheme;ProjectScheme;NULL
10401;Project;10100;ProjectCategory;ProjectCategory;NULL
10401;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10401;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10401;Project;10900;WorkflowScheme;ProjectScheme;NULL
10401;Project;11302;PermissionScheme;ProjectScheme;NULL
10402;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10402;Project;10100;NotificationScheme;ProjectScheme;NULL
10402;Project;10100;ProjectCategory;ProjectCategory;NULL
10402;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10402;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10402;Project;10900;WorkflowScheme;ProjectScheme;NULL
10402;Project;11302;PermissionScheme;ProjectScheme;NULL
10403;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10403;Project;10100;NotificationScheme;ProjectScheme;NULL
10403;Project;10100;ProjectCategory;ProjectCategory;NULL
10403;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10403;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10403;Project;10900;WorkflowScheme;ProjectScheme;NULL
10403;Project;11302;PermissionScheme;ProjectScheme;NULL
10404;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10404;Project;10100;NotificationScheme;ProjectScheme;NULL
10404;Project;10100;ProjectCategory;ProjectCategory;NULL
10404;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10404;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10404;Project;10900;WorkflowScheme;ProjectScheme;NULL
10404;Project;11302;PermissionScheme;ProjectScheme;NULL
10405;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
10405;Project;10100;NotificationScheme;ProjectScheme;NULL
10405;Project;10100;ProjectCategory;ProjectCategory;NULL
10405;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
10405;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
10405;Project;10900;WorkflowScheme;ProjectScheme;NULL
10405;Project;11302;PermissionScheme;ProjectScheme;NULL
10500;Project;10000;NotificationScheme;ProjectScheme;NULL
10500;Project;10101;IssueTypeScreenScheme;ProjectScheme;NULL
10500;Project;10600;ProjectCategory;ProjectCategory;NULL
10500;Project;10700;WorkflowScheme;ProjectScheme;NULL
10500;Project;11303;PermissionScheme;ProjectScheme;NULL
10565;Issue;10306;Version;IssueFixVersion;NULL
10565;Issue;10336;Component;IssueComponent;NULL
10566;Issue;10307;Version;IssueFixVersion;NULL
10566;Issue;10337;Component;IssueComponent;NULL
10567;Issue;10305;Component;IssueComponent;NULL
10567;Issue;10306;Version;IssueFixVersion;NULL
10568;Issue;10306;Version;IssueFixVersion;NULL
10568;Issue;10331;Component;IssueComponent;NULL
10570;Issue;10308;Version;IssueFixVersion;NULL
10571;Issue;10306;Version;IssueFixVersion;NULL
10571;Issue;10337;Component;IssueComponent;NULL
10573;Issue;10305;Component;IssueComponent;NULL
10573;Issue;10306;Version;IssueFixVersion;NULL
10574;Issue;10306;Version;IssueFixVersion;NULL
10574;Issue;10338;Component;IssueComponent;NULL
10575;Issue;10305;Component;IssueComponent;NULL
10575;Issue;10306;Version;IssueFixVersion;NULL
10576;Issue;10305;Component;IssueComponent;NULL
10576;Issue;10306;Version;IssueFixVersion;NULL
10577;Issue;10305;Component;IssueComponent;NULL
10577;Issue;10306;Version;IssueFixVersion;NULL
10578;Issue;10307;Version;IssueFixVersion;NULL
10578;Issue;10337;Component;IssueComponent;NULL
10579;Issue;10306;Version;IssueFixVersion;NULL
10579;Issue;10337;Component;IssueComponent;NULL
10580;Issue;10306;Version;IssueFixVersion;NULL
10580;Issue;10337;Component;IssueComponent;NULL
10581;Issue;10337;Component;IssueComponent;NULL
10582;Issue;10337;Component;IssueComponent;NULL
10583;Issue;10335;Component;IssueComponent;NULL
10583;Issue;13003;Version;IssueFixVersion;NULL
10585;Issue;10309;Version;IssueFixVersion;NULL
10586;Issue;10309;Version;IssueFixVersion;NULL
10587;Issue;10309;Version;IssueFixVersion;NULL
10588;Issue;10309;Version;IssueFixVersion;NULL
10589;Issue;11101;Version;IssueFixVersion;NULL
10599;Issue;11101;Version;IssueFixVersion;NULL
10600;Issue;11101;Version;IssueFixVersion;NULL
10600;Project;10400;ProjectCategory;ProjectCategory;NULL
10600;Project;10500;FieldLayoutScheme;ProjectScheme;NULL
10600;Project;10500;NotificationScheme;ProjectScheme;NULL
10600;Project;11300;PermissionScheme;ProjectScheme;NULL
10600;Project;11801;IssueTypeScreenScheme;ProjectScheme;NULL
10600;Project;21400;WorkflowScheme;ProjectScheme;NULL
10601;Issue;11101;Version;IssueFixVersion;NULL
10602;Issue;11101;Version;IssueFixVersion;NULL
10603;Issue;11101;Version;IssueFixVersion;NULL
10604;Issue;11101;Version;IssueFixVersion;NULL
10605;Issue;10311;Version;IssueFixVersion;NULL
10606;Issue;11405;Version;IssueFixVersion;NULL
10608;Issue;10310;Version;IssueFixVersion;NULL
10609;Issue;11101;Version;IssueFixVersion;NULL
10610;Issue;11101;Version;IssueFixVersion;NULL
10611;Issue;10309;Version;IssueFixVersion;NULL
10612;Issue;10311;Version;IssueFixVersion;NULL
10612;Issue;13500;Version;IssueFixVersion;NULL
10613;Issue;10311;Version;IssueFixVersion;NULL
10613;Issue;13500;Version;IssueFixVersion;NULL
10614;Issue;11604;Version;IssueFixVersion;NULL
10615;Issue;10310;Version;IssueFixVersion;NULL
10616;Issue;10310;Version;IssueFixVersion;NULL
10617;Issue;10311;Version;IssueFixVersion;NULL
10618;Issue;13325;Version;IssueFixVersion;NULL
10619;Issue;10309;Version;IssueFixVersion;NULL
10620;Issue;10310;Version;IssueFixVersion;NULL
10621;Issue;11604;Version;IssueFixVersion;NULL
10647;Issue;10308;Version;IssueFixVersion;NULL
10647;Issue;10333;Component;IssueComponent;NULL
10648;Issue;10305;Component;IssueComponent;NULL
10648;Issue;10306;Version;IssueFixVersion;NULL
10649;Issue;10306;Version;IssueFixVersion;NULL
10649;Issue;10333;Component;IssueComponent;NULL
10652;Issue;10306;Version;IssueFixVersion;NULL
10653;Issue;10306;Version;IssueFixVersion;NULL
10655;Issue;10306;Version;IssueFixVersion;NULL
10656;Issue;10306;Version;IssueFixVersion;NULL
10657;Issue;10307;Version;IssueFixVersion;NULL
10658;Issue;10306;Version;IssueFixVersion;NULL
10659;Issue;10306;Version;IssueFixVersion;NULL
10660;Issue;10306;Version;IssueFixVersion;NULL
10661;Issue;10306;Version;IssueFixVersion;NULL
10662;Issue;10305;Component;IssueComponent;NULL
10662;Issue;10306;Version;IssueFixVersion;NULL
10663;Issue;10305;Component;IssueComponent;NULL
10663;Issue;10306;Version;IssueFixVersion;NULL
10664;Issue;10305;Component;IssueComponent;NULL
10664;Issue;10306;Version;IssueFixVersion;NULL
10665;Issue;10305;Component;IssueComponent;NULL
10665;Issue;10306;Version;IssueFixVersion;NULL
10666;Issue;10305;Component;IssueComponent;NULL
10666;Issue;10306;Version;IssueFixVersion;NULL
10667;Issue;10305;Component;IssueComponent;NULL
10667;Issue;10306;Version;IssueFixVersion;NULL
10668;Issue;10305;Component;IssueComponent;NULL
10668;Issue;10306;Version;IssueFixVersion;NULL
10669;Issue;10305;Component;IssueComponent;NULL
10669;Issue;10306;Version;IssueFixVersion;NULL
10670;Issue;10305;Component;IssueComponent;NULL
10670;Issue;10306;Version;IssueFixVersion;NULL
10670;Issue;10341;Component;IssueComponent;NULL
10670;Issue;10342;Component;IssueComponent;NULL
10670;Issue;10343;Component;IssueComponent;NULL
10672;Issue;10305;Component;IssueComponent;NULL
10672;Issue;10306;Component;IssueComponent;NULL
10672;Issue;10306;Version;IssueFixVersion;NULL
10672;Issue;10329;Component;IssueComponent;NULL
10672;Issue;10336;Component;IssueComponent;NULL
10673;Issue;10305;Component;IssueComponent;NULL
10673;Issue;10306;Component;IssueComponent;NULL
10673;Issue;10306;Version;IssueFixVersion;NULL
10673;Issue;10329;Component;IssueComponent;NULL
10673;Issue;10336;Component;IssueComponent;NULL
10674;Issue;10305;Component;IssueComponent;NULL
10674;Issue;10306;Component;IssueComponent;NULL
10674;Issue;10306;Version;IssueFixVersion;NULL
10674;Issue;10329;Component;IssueComponent;NULL
10674;Issue;10336;Component;IssueComponent;NULL
10675;Issue;10305;Component;IssueComponent;NULL
10675;Issue;10306;Component;IssueComponent;NULL
10675;Issue;10306;Version;IssueFixVersion;NULL
10675;Issue;10329;Component;IssueComponent;NULL
10675;Issue;10336;Component;IssueComponent;NULL
10676;Issue;10305;Component;IssueComponent;NULL
10676;Issue;10306;Component;IssueComponent;NULL
10676;Issue;10306;Version;IssueFixVersion;NULL
10676;Issue;10329;Component;IssueComponent;NULL
10676;Issue;10336;Component;IssueComponent;NULL
10677;Issue;10305;Component;IssueComponent;NULL
10677;Issue;10306;Version;IssueFixVersion;NULL
10678;Issue;10305;Component;IssueComponent;NULL
10678;Issue;10306;Version;IssueFixVersion;NULL
10679;Issue;10305;Component;IssueComponent;NULL
10679;Issue;10306;Version;IssueFixVersion;NULL
10680;Issue;10305;Component;IssueComponent;NULL
10680;Issue;10306;Version;IssueFixVersion;NULL
10681;Issue;10305;Component;IssueComponent;NULL
10681;Issue;10306;Version;IssueFixVersion;NULL
10682;Issue;10305;Component;IssueComponent;NULL
10682;Issue;10306;Version;IssueFixVersion;NULL
10683;Issue;10305;Component;IssueComponent;NULL
10683;Issue;10306;Version;IssueFixVersion;NULL
10684;Issue;10305;Component;IssueComponent;NULL
10684;Issue;10306;Version;IssueFixVersion;NULL
10685;Issue;10305;Component;IssueComponent;NULL
10685;Issue;10306;Version;IssueFixVersion;NULL
10686;Issue;10305;Component;IssueComponent;NULL
10686;Issue;10306;Version;IssueFixVersion;NULL
10687;Issue;10305;Component;IssueComponent;NULL
10687;Issue;10306;Version;IssueFixVersion;NULL
10688;Issue;10305;Component;IssueComponent;NULL
10688;Issue;10306;Version;IssueFixVersion;NULL
10689;Issue;10306;Version;IssueFixVersion;NULL
10689;Issue;10341;Component;IssueComponent;NULL
10690;Issue;10306;Version;IssueFixVersion;NULL
10691;Issue;10305;Component;IssueComponent;NULL
10691;Issue;10306;Version;IssueFixVersion;NULL
10692;Issue;10306;Version;IssueFixVersion;NULL
10692;Issue;10333;Component;IssueComponent;NULL
10693;Issue;10306;Version;IssueFixVersion;NULL
10694;Issue;10308;Version;IssueFixVersion;NULL
10695;Issue;10305;Component;IssueComponent;NULL
10695;Issue;10306;Version;IssueFixVersion;NULL
10695;Issue;10328;Component;IssueComponent;NULL
10695;Issue;10329;Component;IssueComponent;NULL
10695;Issue;10331;Component;IssueComponent;NULL
10695;Issue;10335;Component;IssueComponent;NULL
10696;Issue;10306;Version;IssueFixVersion;NULL
10697;Issue;10306;Version;IssueFixVersion;NULL
10698;Issue;10306;Version;IssueFixVersion;NULL
10699;Issue;10306;Version;IssueFixVersion;NULL
10702;Issue;10306;Version;IssueFixVersion;NULL
10703;Issue;10306;Version;IssueFixVersion;NULL
10703;Issue;10335;Component;IssueComponent;NULL
10704;Issue;10306;Version;IssueFixVersion;NULL
10704;Issue;10335;Component;IssueComponent;NULL
10705;Issue;10306;Version;IssueFixVersion;NULL
10705;Issue;10335;Component;IssueComponent;NULL
10706;Issue;10306;Version;IssueFixVersion;NULL
10706;Issue;10335;Component;IssueComponent;NULL
10707;Issue;10306;Version;IssueFixVersion;NULL
10707;Issue;10335;Component;IssueComponent;NULL
10708;Issue;10306;Version;IssueFixVersion;NULL
10708;Issue;10335;Component;IssueComponent;NULL
10709;Issue;10306;Version;IssueFixVersion;NULL
10709;Issue;10335;Component;IssueComponent;NULL
10710;Issue;10306;Version;IssueFixVersion;NULL
10710;Issue;10335;Component;IssueComponent;NULL
10711;Issue;10306;Version;IssueFixVersion;NULL
10711;Issue;10335;Component;IssueComponent;NULL
10712;Issue;10306;Version;IssueFixVersion;NULL
10712;Issue;10335;Component;IssueComponent;NULL
10713;Issue;10306;Version;IssueFixVersion;NULL
10713;Issue;10335;Component;IssueComponent;NULL
10714;Issue;10306;Version;IssueFixVersion;NULL
10714;Issue;10335;Component;IssueComponent;NULL
10715;Issue;10306;Version;IssueFixVersion;NULL
10715;Issue;10335;Component;IssueComponent;NULL
10716;Issue;10306;Version;IssueFixVersion;NULL
10716;Issue;10335;Component;IssueComponent;NULL
10717;Issue;10306;Version;IssueFixVersion;NULL
10717;Issue;10335;Component;IssueComponent;NULL
10718;Issue;10306;Version;IssueFixVersion;NULL
10718;Issue;10335;Component;IssueComponent;NULL
10719;Issue;10306;Version;IssueFixVersion;NULL
10719;Issue;10335;Component;IssueComponent;NULL
10720;Issue;10306;Version;IssueFixVersion;NULL
10720;Issue;10335;Component;IssueComponent;NULL
10721;Issue;10306;Version;IssueFixVersion;NULL
10721;Issue;10335;Component;IssueComponent;NULL
10722;Issue;10306;Version;IssueFixVersion;NULL
10722;Issue;10335;Component;IssueComponent;NULL
10723;Issue;10306;Version;IssueFixVersion;NULL
10723;Issue;10335;Component;IssueComponent;NULL
10724;Issue;10306;Version;IssueFixVersion;NULL
10724;Issue;10335;Component;IssueComponent;NULL
10725;Issue;10306;Version;IssueFixVersion;NULL
10725;Issue;10335;Component;IssueComponent;NULL
10726;Issue;10306;Version;IssueFixVersion;NULL
10727;Issue;10306;Version;IssueFixVersion;NULL
10728;Issue;10306;Version;IssueFixVersion;NULL
10729;Issue;10306;Version;IssueFixVersion;NULL
10729;Issue;10335;Component;IssueComponent;NULL
10730;Issue;10306;Version;IssueFixVersion;NULL
10732;Issue;10306;Version;IssueFixVersion;NULL
10800;Issue;10306;Version;IssueFixVersion;NULL
10801;Issue;10306;Version;IssueFixVersion;NULL
10801;Issue;10336;Component;IssueComponent;NULL
10801;Issue;10337;Component;IssueComponent;NULL
10802;Issue;10306;Version;IssueFixVersion;NULL
10802;Issue;10336;Component;IssueComponent;NULL
10802;Issue;10337;Component;IssueComponent;NULL
10802;Project;10000;NotificationScheme;ProjectScheme;NULL
10802;Project;10600;ProjectCategory;ProjectCategory;NULL
10802;Project;10801;IssueTypeScreenScheme;ProjectScheme;NULL
10802;Project;11303;PermissionScheme;ProjectScheme;NULL
10802;Project;11303;WorkflowScheme;ProjectScheme;NULL
10803;Issue;10306;Version;IssueFixVersion;NULL
10803;Issue;10336;Component;IssueComponent;NULL
10803;Issue;10337;Component;IssueComponent;NULL
10804;Issue;10306;Version;IssueFixVersion;NULL
10900;Issue;10306;Version;IssueFixVersion;NULL
10901;Issue;10306;Component;IssueComponent;NULL
10901;Issue;10306;Version;IssueFixVersion;NULL
10902;Issue;10305;Component;IssueComponent;NULL
10904;Issue;10305;Component;IssueComponent;NULL
10912;Issue;10309;Version;IssueFixVersion;NULL
10913;Issue;10309;Version;IssueFixVersion;NULL
10914;Issue;10309;Version;IssueFixVersion;NULL
10916;Issue;10309;Version;IssueFixVersion;NULL
10917;Issue;11405;Version;IssueFixVersion;NULL
10918;Issue;10309;Version;IssueFixVersion;NULL
10920;Issue;11101;Version;IssueFixVersion;NULL
10921;Issue;10309;Version;IssueFixVersion;NULL
10922;Issue;11406;Version;IssueFixVersion;NULL
10923;Issue;10309;Version;IssueFixVersion;NULL
10925;Issue;11604;Version;IssueFixVersion;NULL
10926;Issue;10309;Version;IssueFixVersion;NULL
10927;Issue;10309;Version;IssueFixVersion;NULL
10930;Issue;10306;Version;IssueFixVersion;NULL
10931;Issue;10305;Component;IssueComponent;NULL
10931;Issue;10306;Version;IssueFixVersion;NULL
10933;Issue;11101;Version;IssueFixVersion;NULL
10934;Issue;10306;Version;IssueFixVersion;NULL
10934;Issue;10336;Component;IssueComponent;NULL
10935;Issue;10309;Version;IssueFixVersion;NULL
10936;Issue;10305;Component;IssueComponent;NULL
10936;Issue;10306;Version;IssueFixVersion;NULL
10941;Issue;11101;Version;IssueFixVersion;NULL
10942;Issue;11101;Version;IssueFixVersion;NULL
10943;Issue;11405;Version;IssueFixVersion;NULL
10944;Issue;10310;Version;IssueFixVersion;NULL
10946;Issue;11405;Version;IssueFixVersion;NULL
10947;Issue;10309;Version;IssueFixVersion;NULL
10949;Issue;10306;Version;IssueFixVersion;NULL
10949;Issue;10342;Component;IssueComponent;NULL
10950;Issue;10306;Version;IssueFixVersion;NULL
10950;Issue;10308;Version;IssueFixVersion;NULL
10950;Issue;10336;Component;IssueComponent;NULL
10950;Issue;10337;Component;IssueComponent;NULL
10951;Issue;10306;Version;IssueFixVersion;NULL
10951;Issue;10336;Component;IssueComponent;NULL
10951;Issue;10337;Component;IssueComponent;NULL
10952;Issue;10306;Version;IssueFixVersion;NULL
10952;Issue;10336;Component;IssueComponent;NULL
10952;Issue;10337;Component;IssueComponent;NULL
10953;Issue;10306;Version;IssueFixVersion;NULL
10953;Issue;10335;Component;IssueComponent;NULL
10954;Issue;10306;Version;IssueFixVersion;NULL
10954;Issue;10337;Component;IssueComponent;NULL
10956;Issue;10306;Version;IssueFixVersion;NULL
10956;Issue;10337;Component;IssueComponent;NULL
10957;Issue;10306;Version;IssueFixVersion;NULL
10957;Issue;10337;Component;IssueComponent;NULL
10959;Issue;10306;Version;IssueFixVersion;NULL
10959;Issue;10337;Component;IssueComponent;NULL
10961;Issue;10337;Component;IssueComponent;NULL
10966;Issue;10337;Component;IssueComponent;NULL
10968;Issue;10306;Version;IssueFixVersion;NULL
10968;Issue;10337;Component;IssueComponent;NULL
10969;Issue;10306;Version;IssueFixVersion;NULL
10969;Issue;10337;Component;IssueComponent;NULL
10971;Issue;10306;Version;IssueFixVersion;NULL
10971;Issue;10337;Component;IssueComponent;NULL
10972;Issue;10337;Component;IssueComponent;NULL
10976;Issue;10306;Version;IssueFixVersion;NULL
10976;Issue;10337;Component;IssueComponent;NULL
10977;Issue;10306;Version;IssueFixVersion;NULL
10977;Issue;10337;Component;IssueComponent;NULL
10978;Issue;10306;Version;IssueFixVersion;NULL
10978;Issue;10337;Component;IssueComponent;NULL
10981;Issue;10306;Version;IssueFixVersion;NULL
10981;Issue;10337;Component;IssueComponent;NULL
10983;Issue;10306;Version;IssueFixVersion;NULL
10983;Issue;10337;Component;IssueComponent;NULL
10986;Issue;10306;Version;IssueFixVersion;NULL
10986;Issue;10337;Component;IssueComponent;NULL
10987;Issue;10306;Version;IssueFixVersion;NULL
10987;Issue;10337;Component;IssueComponent;NULL
10991;Issue;10306;Version;IssueFixVersion;NULL
10991;Issue;10335;Component;IssueComponent;NULL
10992;Issue;10306;Version;IssueFixVersion;NULL
10992;Issue;10335;Component;IssueComponent;NULL
10993;Issue;10306;Version;IssueFixVersion;NULL
10993;Issue;10335;Component;IssueComponent;NULL
10994;Issue;10306;Version;IssueFixVersion;NULL
10994;Issue;10335;Component;IssueComponent;NULL
10995;Issue;10311;Version;IssueFixVersion;NULL
10996;Issue;11604;Version;IssueFixVersion;NULL
10997;Issue;10309;Version;IssueFixVersion;NULL
10998;Issue;11405;Version;IssueFixVersion;NULL
10999;Issue;10309;Version;IssueFixVersion;NULL
11000;Project;10100;IssueSecurityScheme;ProjectScheme;NULL
11000;Project;10100;NotificationScheme;ProjectScheme;NULL
11000;Project;10100;ProjectCategory;ProjectCategory;NULL
11000;Project;10200;FieldLayoutScheme;ProjectScheme;NULL
11000;Project;10405;IssueTypeScreenScheme;ProjectScheme;NULL
11000;Project;10900;WorkflowScheme;ProjectScheme;NULL
11000;Project;11302;PermissionScheme;ProjectScheme;NULL
11002;Issue;10309;Version;IssueFixVersion;NULL
11003;Issue;10309;Version;IssueFixVersion;NULL
11006;Issue;11405;Version;IssueFixVersion;NULL
11007;Issue;11405;Version;IssueFixVersion;NULL
11008;Issue;10305;Component;IssueComponent;NULL
11008;Issue;10306;Version;IssueFixVersion;NULL
11009;Issue;10305;Component;IssueComponent;NULL
11009;Issue;10306;Version;IssueFixVersion;NULL
11010;Issue;10305;Component;IssueComponent;NULL
11010;Issue;10306;Version;IssueFixVersion;NULL
11012;Issue;10305;Component;IssueComponent;NULL
11012;Issue;10306;Version;IssueFixVersion;NULL
11100;Issue;11101;Version;IssueFixVersion;NULL
11101;Issue;10309;Version;IssueFixVersion;NULL
11102;Issue;10309;Version;IssueVersion;NULL
11102;Issue;10310;Version;IssueFixVersion;NULL
11103;Issue;10329;Component;IssueComponent;NULL
11104;Issue;11405;Version;IssueFixVersion;NULL
11105;Issue;11101;Version;IssueFixVersion;NULL
11106;Issue;11405;Version;IssueFixVersion;NULL
11108;Issue;11406;Version;IssueFixVersion;NULL
11109;Issue;11406;Version;IssueFixVersion;NULL
11110;Issue;11406;Version;IssueFixVersion;NULL
11113;Issue;11101;Version;IssueFixVersion;NULL
11114;Issue;10305;Component;IssueComponent;NULL
11114;Issue;10306;Version;IssueFixVersion;NULL
11116;Issue;10305;Component;IssueComponent;NULL
11116;Issue;10306;Version;IssueFixVersion;NULL
11117;Issue;10305;Component;IssueComponent;NULL
11117;Issue;10306;Version;IssueFixVersion;NULL
11118;Issue;10305;Component;IssueComponent;NULL
11118;Issue;10306;Component;IssueComponent;NULL
11118;Issue;13003;Version;IssueFixVersion;NULL
11119;Issue;10306;Version;IssueFixVersion;NULL
11120;Issue;10306;Version;IssueFixVersion;NULL
11120;Issue;10329;Component;IssueComponent;NULL
11121;Issue;10305;Component;IssueComponent;NULL
11121;Issue;10306;Version;IssueFixVersion;NULL
11121;Issue;10329;Component;IssueComponent;NULL
11122;Issue;10305;Component;IssueComponent;NULL
11122;Issue;10306;Version;IssueFixVersion;NULL
11123;Issue;11405;Version;IssueFixVersion;NULL
11124;Issue;10306;Version;IssueFixVersion;NULL
11125;Issue;10306;Version;IssueFixVersion;NULL
11125;Issue;10336;Component;IssueComponent;NULL
11126;Issue;10305;Component;IssueComponent;NULL
11128;Issue;10311;Version;IssueFixVersion;NULL
11129;Issue;11101;Version;IssueFixVersion;NULL
11130;Issue;13325;Version;IssueFixVersion;NULL
11131;Issue;13325;Version;IssueFixVersion;NULL
11132;Issue;13325;Version;IssueFixVersion;NULL
11133;Issue;13325;Version;IssueFixVersion;NULL
11134;Issue;10310;Version;IssueFixVersion;NULL
11135;Issue;10309;Version;IssueFixVersion;NULL
11137;Issue;10306;Version;IssueFixVersion;NULL
11137;Issue;10336;Component;IssueComponent;NULL
11138;Issue;11101;Version;IssueFixVersion;NULL
11139;Issue;11405;Version;IssueFixVersion;NULL
11140;Issue;11101;Version;IssueFixVersion;NULL
11141;Issue;11405;Version;IssueFixVersion;NULL
11142;Issue;11405;Version;IssueFixVersion;NULL
11143;Issue;13324;Version;IssueFixVersion;NULL
11144;Issue;11101;Version;IssueFixVersion;NULL
11145;Issue;13325;Version;IssueFixVersion;NULL
11146;Issue;13325;Version;IssueFixVersion;NULL
11147;Issue;13325;Version;IssueFixVersion;NULL
11148;Issue;13325;Version;IssueFixVersion;NULL
11149;Issue;13325;Version;IssueFixVersion;NULL
11150;Issue;10310;Version;IssueFixVersion;NULL
11151;Issue;10311;Version;IssueFixVersion;NULL
11152;Issue;11405;Version;IssueFixVersion;NULL
11153;Issue;11405;Version;IssueFixVersion;NULL
11154;Issue;13325;Version;IssueFixVersion;NULL
11155;Issue;13325;Version;IssueFixVersion;NULL
11156;Issue;13325;Version;IssueFixVersion;NULL
11157;Issue;13325;Version;IssueFixVersion;NULL
11158;Issue;13325;Version;IssueFixVersion;NULL
11159;Issue;13325;Version;IssueFixVersion;NULL
11160;Issue;11101;Version;IssueFixVersion;NULL
11173;Issue;11406;Version;IssueFixVersion;NULL
11174;Issue;11604;Version;IssueFixVersion;NULL
11175;Issue;13325;Version;IssueFixVersion;NULL
11176;Issue;10309;Version;IssueFixVersion;NULL
11176;Issue;10309;Version;IssueVersion;NULL
11177;Issue;13325;Version;IssueFixVersion;NULL
11181;Issue;13325;Version;IssueFixVersion;NULL
11182;Issue;13325;Version;IssueFixVersion;NULL
11183;Issue;13325;Version;IssueFixVersion;NULL
11184;Issue;13325;Version;IssueFixVersion;NULL
11199;Issue;10311;Version;IssueFixVersion;NULL
11200;Issue;10311;Version;IssueFixVersion;NULL
11201;Issue;10311;Version;IssueFixVersion;NULL
11202;Issue;10311;Version;IssueFixVersion;NULL
11203;Issue;10311;Version;IssueFixVersion;NULL
11204;Issue;10311;Version;IssueFixVersion;NULL
11208;Issue;11406;Version;IssueFixVersion;NULL
11209;Issue;11405;Version;IssueFixVersion;NULL
11302;Project;10301;ProjectCategory;ProjectCategory;NULL
11302;Project;11300;NotificationScheme;ProjectScheme;NULL
11302;Project;13502;FieldLayoutScheme;ProjectScheme;NULL
11302;Project;14600;PermissionScheme;ProjectScheme;NULL
11302;Project;20700;IssueTypeScreenScheme;ProjectScheme;NULL
11302;Project;21501;WorkflowScheme;ProjectScheme;NULL
11307;Issue;10306;Version;IssueFixVersion;NULL
11307;Issue;10336;Component;IssueComponent;NULL
11307;Issue;10337;Component;IssueComponent;NULL
11308;Issue;11604;Version;IssueFixVersion;NULL
11310;Issue;10310;Version;IssueFixVersion;NULL
11311;Issue;10309;Version;IssueFixVersion;NULL
11312;Issue;11604;Version;IssueFixVersion;NULL
